rank,kpi_name,label,consensus_weight,direction,p_value,effect_size,cv,tier,xgb,rf,perm,mi
110,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SECOND_BALL,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SECOND_BALL,0.002532589529574069,lower,0.06202986377826856,0.1914892860216532,0.17100648021337278,Tier 1 (Reliable),0.0026204956,0.0009581732350908679,0.0,0.014500105256056495
111,BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_IB,BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_IB,0.002519789965501077,lower,0.1655605164867341,0.16745381788096927,0.17937380758766364,Tier 1 (Reliable),0.004358783,0.001651934825804148,0.0,0.007407434535536828
112,BYPASSED_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,BYPASSED_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,0.002509555184893079,lower,0.004604711697277145,0.2693478472196448,0.37938475071890004,Tier 1 (Reliable),0.001036527,0.004272540484656708,0.0,0.0026924092966347235
113,UNSUCCESSFUL_PASSES_TO_LANE_LEFT_WING,UNSUCCESSFUL_PASSES_TO_LANE_LEFT_WING,0.0025069130067054664,lower,0.4023346371863816,0.1155557923073391,0.21635004637821773,Tier 1 (Reliable),0.0013749992,0.002125851971105671,0.0,0.022822526162108225
114,SUCCESSFUL_PASSES_BY_ACTION_CLEARANCE,SUCCESSFUL_PASSES_BY_ACTION_CLEARANCE,0.002506670081097868,higher,0.9750748988096288,0.0902626057588882,0.14800150815021412,Tier 1 (Reliable),0.005509286,0.00025352960857136193,0.0,0.014314353069362795
115,BALL_WIN_NUMBER_AT_PHASE_DEFENSIVE_TRANSITION,BALL_WIN_NUMBER_AT_PHASE_DEFENSIVE_TRANSITION,0.0025002779350732736,higher,0.42039759975532753,0.011873690595619586,0.21925501395326188,Tier 1 (Reliable),0.0044823596,0.002446426997610464,0.0,0.019173620072206354
116,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_AT_PHASE_SET_PIECE,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_AT_PHASE_SET_PIECE,0.002499967863280516,lower,0.08338068857986491,0.07605685697674827,0.2992724671391234,Tier 1 (Reliable),0.0012900616,0.0030742706943784263,0.0,0.023934636274789423
117,DEF_PXT_SETPIECE,Opponent set pieces (Defensive Threat),0.00249380335364568,lower,0.49705715629926694,0.06416688730254273,0.5981186414887767,Tier 2 (Moderate),0.0031398477,0.0009380057361201207,0.0,0.02408828187217571
118,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_WR,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_WR,0.002475103648495368,higher,0.5281486840363351,0.27406505882642174,0.20295882613371988,Tier 1 (Reliable),0.00050716376,0.001408606342769309,0.0,0.012603039815539008
119,BALL_WIN_ADDED_TEAMMATES_AT_PHASE_DEFENSIVE_TRANSITION,BALL_WIN_ADDED_TEAMMATES_AT_PHASE_DEFENSIVE_TRANSITION,0.002466704162034044,lower,0.8553787632546745,0.012257901889469534,0.2418583985332348,Tier 1 (Reliable),0.0031465623,0.0023528004608010518,0.0,0.024218600576302096
120,BYPASSED_OPPONENTS_BY_ACTION_SAVE,BYPASSED_OPPONENTS_BY_ACTION_SAVE,0.0024522982051322214,lower,0.042255776068867844,0.1522375027760237,0.2900977149000004,Tier 1 (Reliable),0.0002765961,0.0028464992014437963,0.0,0.02048076997693027
121,BYPASSED_OPPONENTS_NUMBER_TO_LANE_CENTER,BYPASSED_OPPONENTS_NUMBER_TO_LANE_CENTER,0.0024521901929340597,higher,0.05096035135523023,0.22721233194541846,0.3164915665189464,Tier 1 (Reliable),0.00013191892,0.0023453296048125062,0.0,0.015346142523057882
122,SUCCESSFUL_PASSES_TO_LANE_RIGHT_HALF_SPACE,SUCCESSFUL_PASSES_TO_LANE_RIGHT_HALF_SPACE,0.002451113828221391,higher,0.015812886103056208,0.2982788943326402,0.32101992452351374,Tier 1 (Reliable),0.00043313034,0.003915661893494554,0.0,0.0023592457182652904
123,UNSUCCESSFUL_PASSES_TO_PITCH_POSITION_FINAL_THIRD,UNSUCCESSFUL_PASSES_TO_PITCH_POSITION_FINAL_THIRD,0.00244935741131905,lower,0.5877907428656033,0.08859612672500464,0.3164807881326874,Tier 1 (Reliable),0.0072693434,0.002287417178605555,0.0,0.0
124,BALL_LOSS_REMOVED_TEAMMATES_FROM_PITCH_POSITION_OWN_BOX,BALL_LOSS_REMOVED_TEAMMATES_FROM_PITCH_POSITION_OWN_BOX,0.0024483882661338364,lower,0.1898852291231553,0.1751537839374421,0.29068232282000683,Tier 1 (Reliable),0.0008823415,0.0033877183665282627,0.0,0.014059311195919078
125,SUCCESSFUL_PASSES_FROM_LANE_CENTER,SUCCESSFUL_PASSES_FROM_LANE_CENTER,0.0024403038182550787,higher,0.03894651561779397,0.28515386676825427,0.298119032725427,Tier 1 (Reliable),0.0027959798,0.0019309584230360769,0.0,0.0
126,PXT_SETPIECE_FAIL,Failed set pieces,0.002432587672233123,higher,0.042937905401905924,0.19212480923208908,0.3859224042909416,Tier 1 (Reliable),0.0009012231,0.002985467655011362,0.0,0.013290643087947362
127,BYPASSED_DEFENDERS_TO_PACKING_ZONE_WL,BYPASSED_DEFENDERS_TO_PACKING_ZONE_WL,0.0024323249957056525,lower,0.4441399102509016,0.06544118152122921,0.37275347356930666,Tier 1 (Reliable),0.0019531209,0.0007876726424828485,0.0,0.02810458509154068
128,UNSUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,UNSUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,0.0024273144567310383,lower,0.008895208906156778,0.27415360341847667,0.29507783884512306,Tier 1 (Reliable),0.0020170894,0.0020732743390648647,0.0,0.003542153898873135
129,BALL_LOSS_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,BALL_LOSS_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,0.0024252421820355266,higher,0.8945261431135146,0.027187501041464106,0.5015958439444452,Tier 2 (Moderate),0.009931217,0.0005825485458515794,0.0,0.0
130,BYPASSED_OPPONENTS_TO_PACKING_ZONE_CB,BYPASSED_OPPONENTS_TO_PACKING_ZONE_CB,0.0024022595260437644,higher,0.3358958088419045,0.2658110821613458,0.24099451862588808,Tier 1 (Reliable),0.0030581094,0.0014841779993212659,0.0,0.0014946778490800838
131,SUCCESSFUL_PASSES_TO_PACKING_ZONE_DM,SUCCESSFUL_PASSES_TO_PACKING_ZONE_DM,0.0023989970810116812,higher,0.044340141919917114,0.33320735905611204,0.40616137485830306,Tier 1 (Reliable),0.0,0.0014655421363784901,0.0,0.007345805789247262
132,BYPASSED_OPPONENTS_FROM_LANE_LEFT_WING,BYPASSED_OPPONENTS_FROM_LANE_LEFT_WING,0.002390565177404176,higher,0.737411713033662,0.07151142693499306,0.4249570088853355,Tier 1 (Reliable),0.0045596682,0.001914360663861883,0.0,0.012703648800958645
133,BALL_LOSS_REMOVED_TEAMMATES_FROM_LANE_LEFT_HALF_SPACE,BALL_LOSS_REMOVED_TEAMMATES_FROM_LANE_LEFT_HALF_SPACE,0.002387770136694121,lower,0.06313566295958219,0.1724964687248837,0.40698567756772097,Tier 1 (Reliable),0.00234997,0.0025093945430055445,0.0,0.009972171641413397
134,BYPASSED_OPPONENTS_TO_PACKING_ZONE_WR,BYPASSED_OPPONENTS_TO_PACKING_ZONE_WR,0.0023852831710022182,higher,0.22969581076711965,0.197024912044447,0.30489287999987724,Tier 1 (Reliable),0.0028581868,0.0019269039005369204,0.0,0.007291320357355691
135,BYPASSED_OPPONENTS_RECEIVING_FROM_LANE_CENTER,BYPASSED_OPPONENTS_RECEIVING_FROM_LANE_CENTER,0.002363439643369734,lower,0.050954829493344816,0.22533549452599708,0.3537682252203595,Tier 1 (Reliable),0.0,0.0009491182849987878,0.0,0.01874640559301821
136,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_WL,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_WL,0.0023613146652458773,lower,0.5399588422510202,0.02997416457579598,0.2434344708481099,Tier 1 (Reliable),0.0076300777,0.0031282319340867064,0.0,0.0
137,OFFENSIVE_TOUCHES_IN_PITCH_POSITION_FIRST_THIRD,OFFENSIVE_TOUCHES_IN_PITCH_POSITION_FIRST_THIRD,0.0023506925921741684,higher,0.004312300677654853,0.30148690679979856,0.5769482114413802,Tier 2 (Moderate),0.0020452496,0.001868602260043678,0.0,0.0
138,BYPASSED_OPPONENTS_RECEIVING_NUMBER_AT_PHASE_ATTACKING_TRANSITION,BYPASSED_OPPONENTS_RECEIVING_NUMBER_AT_PHASE_ATTACKING_TRANSITION,0.0023441454109700928,higher,0.8239386679399532,0.1324813442115222,0.10356581739457368,Tier 1 (Reliable),0.0074872263,0.0,0.0,0.0
139,BYPASSED_OPPONENTS_FROM_LANE_CENTER,BYPASSED_OPPONENTS_FROM_LANE_CENTER,0.0023244908960646203,higher,0.14705142873538987,0.22111697280585016,0.29282875878626186,Tier 1 (Reliable),0.0016467753,0.0018595977607777526,0.0,0.008951267945906283
140,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_CM,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_CM,0.002317535569554953,lower,0.11190045737684907,0.13807011912219,0.16972410949450026,Tier 1 (Reliable),0.004307078,0.002066581352265616,0.0,0.005458133737560988
141,BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_WL,BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_WL,0.0023158097195095885,higher,0.3034291679010681,0.04372800794730454,0.24829904302829353,Tier 1 (Reliable),0.0054058926,0.0011996400974229149,0.0,0.012803240123675508
142,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_OWN_BOX,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_OWN_BOX,0.002309720989687962,higher,0.33693203445043807,0.20102121725191713,0.25824497365450444,Tier 1 (Reliable),0.005084192,0.0007937752000336785,0.0,0.0
143,BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_FIRST_THIRD,BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_FIRST_THIRD,0.0023075050552878633,lower,0.7919345724187801,0.05330922616484877,0.3562506795653792,Tier 1 (Reliable),0.0037834696,0.0016632595092545078,0.0,0.016859448563302903
144,EXPECTED_SHOT_ASSISTS,Expected Shot Assists,0.0023052836385401856,higher,0.17914450279546656,0.177932079283074,0.6860913873289904,Tier 2 (Moderate),0.0029450143,0.001565002045719893,0.0,0.00843663710874254
145,BALL_WIN_REMOVED_OPPONENTS_AT_PHASE_SECOND_BALL,BALL_WIN_REMOVED_OPPONENTS_AT_PHASE_SECOND_BALL,0.0022960514447134617,lower,0.04884779062135828,0.2136901330608686,0.382598862022083,Tier 1 (Reliable),0.004200403,0.0014697977355895018,0.0,9.061159110812511e-06
146,BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_OWN_BOX,BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_OWN_BOX,0.0022850877597253624,higher,0.27969449743739117,0.217690375633384,0.24708406330985763,Tier 1 (Reliable),0.0,0.0008406501918750638,0.0,0.018380057380025905
147,BYPASSED_OPPONENTS_RECEIVING_NUMBER_AT_PHASE_SECOND_BALL,BYPASSED_OPPONENTS_RECEIVING_NUMBER_AT_PHASE_SECOND_BALL,0.0022752295314405423,higher,0.46693595806275523,0.08402475759449561,0.08051800468538103,Tier 1 (Reliable),0.006193964,0.0,0.0,0.008667299820338314
148,EXPECTED_PASSES,Expected Passes,0.002272661315447101,higher,0.04542820438286551,0.27844996691636364,0.26092777338948947,Tier 1 (Reliable),0.001509142,0.0013667178516286477,0.0,0.004520268557840268
149,PXT_PASS,Passes,0.0022659471964612244,higher,0.014277761866938297,0.2309042578698687,0.7843898794820594,Tier 2 (Moderate),0.002058913,0.0035584989629125034,0.0,0.0
150,BYPASSED_OPPONENTS_RECEIVING_AT_PHASE_ATTACKING_TRANSITION,BYPASSED_OPPONENTS_RECEIVING_AT_PHASE_ATTACKING_TRANSITION,0.0022608489280242393,lower,0.28152821565598507,0.17005566715307524,0.3267426644169503,Tier 1 (Reliable),0.0059747933,0.00030700218564778763,0.0,0.0
151,BYPASSED_DEFENDERS_TO_LANE_CENTER,BYPASSED_DEFENDERS_TO_LANE_CENTER,0.002240173512562056,lower,0.4299169255208579,0.16072537173482554,0.3690205786247485,Tier 1 (Reliable),0.0013057394,0.002657276186408886,0.0,0.012167560042307013
152,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_DM,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_DM,0.0022330518518443665,higher,0.9235507333149697,0.10846298422829087,0.2231308125539776,Tier 1 (Reliable),0.0023411855,0.0024523462663884527,0.0,0.013542748969792795
153,BALL_IN_PLAY_TIME,Ball-in-Play Time,0.0022180673097694035,higher,0.08842516892674068,0.19665679310372053,0.06514058567050571,Tier 1 (Reliable),0.0019665041,0.002757348005666544,0.0,0.005290756075073677
154,PXT_DEFEND,PXT Defend,0.0022137304303508415,lower,0.41617033843414153,0.12773866135076226,0.5610941130520922,Tier 2 (Moderate),0.0018559943,0.0040776171226998064,0.0,0.008256547278103543
155,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_AM,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_AM,0.002203664987811656,lower,0.11367850695481951,0.17589756389176708,0.15607664982272507,Tier 1 (Reliable),0.005403114,0.0005320850073156449,0.0,0.0
156,NEUTRAL_PLAY_NUMBER,Sideway Action,0.0021993630473234244,higher,0.07104350320049951,0.23415273744321907,0.34865778098022315,Tier 1 (Reliable),0.002263508,0.0027922507088553533,0.0,0.0
157,BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_MIDDLE_THIRD,BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_MIDDLE_THIRD,0.0021979661723771325,higher,0.33805972445791244,0.13934886462102264,0.27913719785120866,Tier 1 (Reliable),0.0040384945,0.001903854082014747,0.0,0.004723289760970584
158,BALL_WIN_ADDED_TEAMMATES_BY_ACTION_LOOSE_BALL_REGAIN,BALL_WIN_ADDED_TEAMMATES_BY_ACTION_LOOSE_BALL_REGAIN,0.0021948293713523934,higher,0.24699513321914257,0.07592794230133941,0.32255531666940074,Tier 1 (Reliable),0.0035153618,0.001589734211502216,0.0,0.013904827569563905
159,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_DIAGONAL_PASS,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_DIAGONAL_PASS,0.002189970916784412,higher,0.29625167248993023,0.13484442445376604,0.3180752603175259,Tier 1 (Reliable),0.0027367028,0.0017692314469465737,0.0,0.010702364913445228
160,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_BY_ACTION_GOAL_KICK,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_BY_ACTION_GOAL_KICK,0.0021791810883536795,lower,0.8922998550650829,0.10373276478422284,0.5081763111328449,Tier 2 (Moderate),0.004154552,0.0008207577046624679,0.0,0.01071019727463196
161,OPP_PXT_FOUL,Fouls (Opponent Threat),0.002179127086950745,lower,0.2790185441827292,0.09069892576763214,0.4091610624046914,Tier 1 (Reliable),0.006580782,0.0015141868865086014,0.0,0.0
162,NEUTRAL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,NEUTRAL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,0.0021658727686552155,higher,0.7261112829037288,0.05548418910353696,0.23872246130268873,Tier 1 (Reliable),0.0077752178,0.0009747747618566107,0.0,0.0
163,BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CB,BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CB,0.0021634928720479073,lower,0.027661491894479254,0.2635545132952698,0.27735767658204585,Tier 1 (Reliable),0.001051887,0.003243863755356323,0.0,0.0
164,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_CM,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_CM,0.002163107515776784,lower,0.0779626694192723,0.20555823515199395,0.31836635154706205,Tier 1 (Reliable),0.00048579936,0.0026984150581346343,0.0,0.009595793958502519
165,BYPASSED_DEFENDERS_BY_ACTION_LOW_PASS,BYPASSED_DEFENDERS_BY_ACTION_LOW_PASS,0.0021616800853589743,higher,0.30916561778877916,0.046962941293302994,0.38762425691981556,Tier 1 (Reliable),0.0025967425,0.0021510591475278496,0.0,0.01808738109147323
166,DEFENSIVE_TOUCHES_BY_ACTION_HEADER,DEFENSIVE_TOUCHES_BY_ACTION_HEADER,0.0021581793292892557,higher,0.32652896300971823,0.08382217768726465,0.2038680548286973,Tier 1 (Reliable),0.005081362,0.0003429990625863174,0.0,0.009977160799733653
167,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_IBWR,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_IBWR,0.0021525868849909943,lower,0.2291081590455767,0.17398876194790883,0.23360877226792692,Tier 1 (Reliable),0.001259232,0.0015626348510989038,0.0,0.012842677665489965
168,SUCCESSFUL_PASSES_AT_PHASE_IN_POSSESSION,SUCCESSFUL_PASSES_AT_PHASE_IN_POSSESSION,0.0021504719584789296,higher,0.0121684236987547,0.3428920030090319,0.38447173184807926,Tier 1 (Reliable),0.0,0.0020571052204244795,0.0,0.0
169,BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_DM,BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_DM,0.0021467710865316503,higher,0.04360101821947015,0.3075751228658834,0.3756291987384079,Tier 1 (Reliable),0.0013727653,0.0007851232072196046,0.0,0.0017293218403104937
170,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_BY_ACTION_LOOSE_BALL_REGAIN,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_BY_ACTION_LOOSE_BALL_REGAIN,0.0021397980921204003,higher,0.2447046565113794,0.13413297014157458,0.36834847539109594,Tier 1 (Reliable),0.002838878,0.0014380467641159566,0.0,0.010457758298001663
171,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_MIDDLE_THIRD,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_MIDDLE_THIRD,0.002121227467834294,lower,0.34567057629209375,0.053053963015271016,0.3331266940775547,Tier 1 (Reliable),0.0007241609,0.0025429876603172783,0.0,0.023124952935187792
172,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_MIDDLE_THIRD,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_MIDDLE_THIRD,0.002116593797397592,higher,0.048617465715294704,0.22377639121748463,0.3882087621473392,Tier 1 (Reliable),0.002210535,0.002234343632097728,0.0,0.0014217832749108261
173,BYPASSED_OPPONENTS_BY_ACTION_DIAGONAL_PASS,BYPASSED_OPPONENTS_BY_ACTION_DIAGONAL_PASS,0.002113400033864626,higher,0.031875081016937534,0.28889493172015035,0.34123607331624134,Tier 1 (Reliable),0.00050806993,0.002863501025375251,0.0,0.0
174,BALL_WIN_NUMBER_BY_ACTION_LOOSE_BALL_REGAIN,BALL_WIN_NUMBER_BY_ACTION_LOOSE_BALL_REGAIN,0.0021069652339516165,higher,0.6780056250787019,0.11619567800866681,0.25571256976274814,Tier 1 (Reliable),0.0007525364,0.0006793227120099201,0.0,0.022390068639793537
175,NEUTRAL_PASSES_TO_LANE_LEFT_HALF_SPACE,NEUTRAL_PASSES_TO_LANE_LEFT_HALF_SPACE,0.0021041779790926226,lower,0.049133668647320175,0.2747096919577619,0.21272914297081089,Tier 1 (Reliable),0.0013627979,0.0021338285782863584,0.0,0.0
176,BYPASSED_OPPONENTS,Bypassed Opponents,0.0020954188537607734,higher,0.1427912571256535,0.22619383701183277,0.2775062179206372,Tier 1 (Reliable),0.0026206432,0.001955061508398204,0.0,0.0
177,SUCCESSFUL_PASSES_TO_LANE_LEFT_WING,SUCCESSFUL_PASSES_TO_LANE_LEFT_WING,0.0020935176994539033,higher,0.035369026187110054,0.23391295737227694,0.32122963691562567,Tier 1 (Reliable),0.0018620702,0.002695251182592944,0.0,0.0
178,SUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,SUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,0.0020844315526741303,lower,0.03943221355366793,0.2432884276087965,0.27452443439567586,Tier 1 (Reliable),0.0019547765,0.0018028515258790264,0.0,0.0013083685056112238
179,EXPECTED_GOAL_ASSISTS,Expected Goal Assists,0.002080514581730938,higher,0.4488209101725178,0.2525647170751963,0.8914362343229172,Tier 2 (Moderate),0.0015303252,0.0024676553311990587,0.0,0.0
180,OFFENSIVE_TOUCHES_AT_PHASE_ATTACKING_TRANSITION,OFFENSIVE_TOUCHES_AT_PHASE_ATTACKING_TRANSITION,0.0020791464507804495,higher,0.0465259063382818,0.2432532781178303,0.2239831610310368,Tier 1 (Reliable),0.0003711511,0.0020667870208547017,0.0,0.006812957964268396
181,BYPASSED_OPPONENTS_BY_ACTION_HEADER,BYPASSED_OPPONENTS_BY_ACTION_HEADER,0.002074138801147328,lower,0.34225819646957856,0.14982263714429617,0.46505837712422454,Tier 1 (Reliable),0.0011750236,0.004220429310233747,0.0,0.005861322999727303
182,DEF_PXT_BALL_WIN,DEF_PXT_BALL_WIN,0.002069810112524735,higher,0.6357271466695458,0.048538818936563685,0.39110267275336685,Tier 1 (Reliable),0.003992023,0.00246183206196188,0.0,0.009629443088539302
183,BYPASSED_OPPONENTS_NUMBER_BY_ACTION_GOAL_KICK,BYPASSED_OPPONENTS_NUMBER_BY_ACTION_GOAL_KICK,0.0020686408361682723,lower,0.15871722857044346,0.1710057987382967,0.24867397591941554,Tier 1 (Reliable),0.0019490581,0.0010253841862658444,0.0,0.010453215361540868
184,BYPASSED_OPPONENTS_FROM_LANE_RIGHT_WING,BYPASSED_OPPONENTS_FROM_LANE_RIGHT_WING,0.002067457330572285,lower,0.11265822181527642,0.17306781591060416,0.4420226804022477,Tier 1 (Reliable),0.0010362016,0.0029908008491919555,0.0,0.00785022429585358
185,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_LANE_CENTER,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_LANE_CENTER,0.0020661774065700417,higher,0.6844612999938449,0.07263182995396117,0.26445489911852255,Tier 1 (Reliable),0.00035062208,0.0020740908514309277,0.0,0.02317641414226057
186,SUCCESSFUL_PASSES,Successful Passes,0.0020658519367189416,higher,0.02849981356610454,0.31102919264182066,0.2869856195696332,Tier 1 (Reliable),0.0,0.00039654357108203335,0.0,0.006666740814870398
187,BYPASSED_OPPONENTS_TO_PITCH_POSITION_FINAL_THIRD,BYPASSED_OPPONENTS_TO_PITCH_POSITION_FINAL_THIRD,0.0020509363719498227,higher,0.17820798062830212,0.13501680671194244,0.35598917962938104,Tier 1 (Reliable),0.0034324392,0.002197349328697998,0.0,0.003982580875908193
188,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_SAVE,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_SAVE,0.0020507881830067456,lower,0.18536642180911422,0.07647542989355931,0.2916939861028143,Tier 1 (Reliable),0.0008218799,0.0015027607325836135,0.0,0.022378525203189614
189,OPP_PXT_DRIBBLE,Dribbles (Opponent Threat),0.002044687578436421,higher,0.38548988371331105,0.25922635049748305,0.7817643592276993,Tier 2 (Moderate),0.00087359967,0.002905595024982212,0.0,0.0
190,BALL_WIN_NUMBER_BY_ACTION_HEADER,BALL_WIN_NUMBER_BY_ACTION_HEADER,0.0020423357653782275,higher,0.373860756839165,0.07516003059137266,0.20174503870619948,Tier 1 (Reliable),0.005756872,0.0004619667551729012,0.0,0.005579135685204184
191,BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CM,BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CM,0.0020391383930259688,lower,0.6822621267004179,0.12644495516427065,0.23862786402489503,Tier 1 (Reliable),0.0034157147,0.0014106948581610074,0.0,0.007097203575290978
192,PXT_FOUL,Fouls,0.00203752636761464,lower,0.054247539312833847,0.06942082501647724,11.275870990865636,Tier 3 (Noise),0.0020241344,0.003136331506443038,0.0,0.01289555166734413
193,BALL_WIN_NUMBER_FROM_PITCH_POSITION_OWN_BOX,BALL_WIN_NUMBER_FROM_PITCH_POSITION_OWN_BOX,0.0020362286621901184,lower,0.384405416301942,0.08323206190278522,0.2257389390463163,Tier 1 (Reliable),0.0004051909,0.001986207885639733,0.0,0.02164792291024642
194,BYPASSED_DEFENDERS_TO_PITCH_POSITION_MIDDLE_THIRD,BYPASSED_DEFENDERS_TO_PITCH_POSITION_MIDDLE_THIRD,0.0020346995098507984,lower,0.3929209987636576,0.11253037855566231,0.3609572132482738,Tier 1 (Reliable),0.0036324603,0.0025710032778361795,0.0,0.0038976516845294906
195,PXT_BALL_WIN,Ball wins,0.00203252734458269,lower,0.17083616965169335,0.18724596351570183,1.0392294023638684,Tier 3 (Noise),0.0002689711,0.0026492565843126265,0.0,0.009996591790115694
196,BALL_LOSS_REMOVED_TEAMMATES_FROM_PITCH_POSITION_MIDDLE_THIRD,BALL_LOSS_REMOVED_TEAMMATES_FROM_PITCH_POSITION_MIDDLE_THIRD,0.002028252965414726,lower,0.06785810783277575,0.20376068140152465,0.6530478940028104,Tier 2 (Moderate),0.0032030225,0.0014955732095056611,0.0,0.0
197,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_FIRST_THIRD,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_FIRST_THIRD,0.0020266174182462736,higher,0.495437960590446,0.12909608317234889,0.39110483587680367,Tier 1 (Reliable),0.00090682815,0.0014926899159230307,0.0,0.016518837899454297
198,BYPASSED_OPPONENTS_FROM_PITCH_POSITION_OWN_BOX,BYPASSED_OPPONENTS_FROM_PITCH_POSITION_OWN_BOX,0.002014356249776425,higher,0.28970028437180595,0.11973777039956794,0.275498769784831,Tier 1 (Reliable),0.001756284,0.0019821656960425644,0.0,0.012245424124484261
199,BALL_WIN_ADDED_TEAMMATES_IN_LANE_CENTER,BALL_WIN_ADDED_TEAMMATES_IN_LANE_CENTER,0.0020138805788708285,higher,0.4172788663380512,0.10163757955916064,0.22371686402844027,Tier 1 (Reliable),0.00408392,0.001105678344881402,0.0,0.007273780762936166
200,UNSUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,UNSUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,0.0020075714470236122,higher,0.6141835372677265,0.015526425262175588,0.2571633209671766,Tier 1 (Reliable),0.006476985,0.0018763513570119639,0.0,0.0034286534805467728
201,REVERSE_PLAY_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,REVERSE_PLAY_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,0.0020063121446185577,lower,0.05100395742930802,0.23671476227120125,0.5171802892784795,Tier 2 (Moderate),0.0014992825,0.0008769472507427793,0.0,0.005215847867163781
