rank,feature,feature_name,consensus_weight,direction,p_value,p_fdr,significant,effect_size,boruta_fraction,boruta_confirmed,stability_pct,xgb_importance
107,mean_NUMBER_OF_FOULS_WON,NUMBER_OF_FOULS_WON,0.002857823002311078,lower,0.001395731108878889,0.06744273818792866,False,-0.216510328223797,0.0,False,28.000000000000004,0.00044733717
108,mean_SUCCESSFUL_PASSES_TO_PACKING_ZONE_WR,SUCCESSFUL_PASSES_TO_PACKING_ZONE_WR,0.002856050105382169,higher,0.27482757522402135,0.6085237893407967,False,0.23414817677613653,0.0,False,16.0,0.0026313
109,mean_BALL_LOSS_REMOVED_TEAMMATES_FROM_LANE_LEFT_HALF_SPACE,BALL_LOSS_REMOVED_TEAMMATES_FROM_LANE_LEFT_HALF_SPACE,0.0028542823324525764,lower,0.016467216348959205,0.15526232557590108,False,-0.1813466559900543,0.1,False,18.0,0.002233118
110,mean_SUCCESSFUL_PASSES_BY_ACTION_FREE_KICK,SUCCESSFUL_PASSES_BY_ACTION_FREE_KICK,0.002851083079829075,lower,0.006100809962313426,0.10115079752512064,False,-0.2949585111457404,0.0,False,8.0,0.0022761608
111,mean_BYPASSED_OPPONENTS_NUMBER_FROM_LANE_LEFT_WING,BYPASSED_OPPONENTS_NUMBER_FROM_LANE_LEFT_WING,0.002839434563950618,lower,0.02193059439979527,0.16609728873287566,False,-0.1790551003079989,0.0,False,16.0,0.004556266
112,mean_BYPASSED_DEFENDERS_BY_ACTION_GOAL_KICK,BYPASSED_DEFENDERS_BY_ACTION_GOAL_KICK,0.0028282817010520417,higher,0.1272268387605696,0.41606107717526064,False,0.23786799541622164,0.0,False,14.000000000000002,0.0028230208
113,mean_SECOND_BALL_START,SECOND_BALL_START,0.002797146239611136,lower,0.2577649000303339,0.5866373586897254,False,-0.09405049436535878,0.0,False,26.0,0.005074741
114,mean_BYPASSED_OPPONENTS_FROM_LANE_RIGHT_HALF_SPACE,BYPASSED_OPPONENTS_FROM_LANE_RIGHT_HALF_SPACE,0.002788118928652051,higher,0.18578278277638216,0.5265745131453285,False,0.2511754715101506,0.0,False,16.0,0.0016539622
115,mean_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_AT_PHASE_SET_PIECE,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_AT_PHASE_SET_PIECE,0.0027871720223010383,lower,0.6352526833600555,0.8606649258426557,False,-0.08147552549207496,0.04,False,34.0,0.0028524813
116,mean_NEUTRAL_PASSES_FROM_PITCH_POSITION_OWN_BOX,NEUTRAL_PASSES_FROM_PITCH_POSITION_OWN_BOX,0.0027751557384707334,lower,0.04645686967471477,0.24115813246874407,False,-0.18083419592311525,0.0,False,24.0,0.0022633192
117,mean_UNSUCCESSFUL_PASSES_FROM_LANE_RIGHT_WING,UNSUCCESSFUL_PASSES_FROM_LANE_RIGHT_WING,0.002772724556970654,higher,0.462517427076379,0.7467019027777428,False,0.21928901036147017,0.0,False,20.0,0.0017920613
118,mean_BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_AM,BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_AM,0.002769142978925531,lower,0.05177971229071256,0.257688320095876,False,-0.1583845930954469,0.0,False,26.0,0.0025787882
119,mean_NEUTRAL_PLAY_NUMBER,NEUTRAL_PLAY_NUMBER,0.0027532573422480336,higher,0.021512144309950146,0.16564351118661613,False,0.27263763119399337,0.04,False,6.0,0.0023144903
120,mean_BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_ATTACKING_TRANSITION,BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_ATTACKING_TRANSITION,0.002749213308162661,higher,0.5602912732951364,0.8102499240973154,False,0.11584661394185379,0.0,False,16.0,0.006392374
121,mean_UNSUCCESSFUL_PASSES_TO_PITCH_POSITION_FINAL_THIRD,UNSUCCESSFUL_PASSES_TO_PITCH_POSITION_FINAL_THIRD,0.002748439225678223,lower,0.47357432640621977,0.7596921486099776,False,-0.10076258118645268,0.02,False,32.0,0.0027871802
122,mean_BALL_LOSS_ADDED_OPPONENTS_AT_PHASE_IN_POSSESSION,BALL_LOSS_ADDED_OPPONENTS_AT_PHASE_IN_POSSESSION,0.0027479961302894953,higher,0.8697856246985424,0.9488041971022214,False,0.20699924584848442,0.0,False,22.0,0.0016385566
123,mean_BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_AM,BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_AM,0.0027454660433078237,higher,0.076661833749698,0.30271595890906394,False,0.24188342933029391,0.0,False,22.0,0.00035139162
124,mean_BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_OWN_BOX,BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_OWN_BOX,0.00273027316178804,higher,0.06324054541899025,0.27306268956032687,False,0.31726072731407823,0.0,False,10.0,0.00035655254
125,mean_NEUTRAL_PASSES_FROM_LANE_LEFT_HALF_SPACE,NEUTRAL_PASSES_FROM_LANE_LEFT_HALF_SPACE,0.002728144012416002,lower,0.028188742689076157,0.1915176341522527,False,-0.26817932710447917,0.0,False,12.0,0.0016649043
126,mean_BALL_WIN_NUMBER_FROM_PITCH_POSITION_MIDDLE_THIRD,BALL_WIN_NUMBER_FROM_PITCH_POSITION_MIDDLE_THIRD,0.0027099246571457417,higher,0.009636616309219796,0.1383051457634242,False,0.1900238936951855,0.02,False,14.000000000000002,0.0035819355
127,mean_REVERSE_PLAY_ADDED_OPPONENTS_AT_PHASE_IN_POSSESSION,REVERSE_PLAY_ADDED_OPPONENTS_AT_PHASE_IN_POSSESSION,0.0027070215361319357,lower,0.053193692921757935,0.2578928828590903,False,-0.18698292413629133,0.0,False,30.0,0.00026351374
128,mean_UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_WL,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_WL,0.0026805611774436753,lower,0.013543395912607198,0.15526232557590108,False,-0.22510030249017943,0.0,False,16.0,0.0020432796
129,mean_BYPASSED_OPPONENTS_BY_ACTION_HEADER,BYPASSED_OPPONENTS_BY_ACTION_HEADER,0.0026804488184075156,lower,0.1713711816445861,0.49794645232577844,False,-0.16950100667602655,0.06,False,18.0,0.002493644
130,mean_BALL_WIN_REMOVED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,BALL_WIN_REMOVED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,0.0026626343771620916,higher,0.5516848733192798,0.8017089847143083,False,0.10966909758551657,0.0,False,12.0,0.0071106344
131,mean_BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_CATCH,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_CATCH,0.002629077316451447,higher,0.12039059405372717,0.41200336631719964,False,0.21555677597020706,0.0,False,10.0,0.003541027
132,mean_BALL_WIN_ADDED_TEAMMATES_AT_PHASE_SECOND_BALL,BALL_WIN_ADDED_TEAMMATES_AT_PHASE_SECOND_BALL,0.002626416789113443,higher,0.03773280147574984,0.22349428566405674,False,0.26328332466450555,0.0,False,10.0,0.0017841934
133,mean_BYPASSED_DEFENDERS_FROM_LANE_LEFT_WING,BYPASSED_DEFENDERS_FROM_LANE_LEFT_WING,0.002600682284771136,lower,0.7860961103708498,0.9148020226481929,False,-0.019365150519826017,0.0,False,24.0,0.00724683
134,mean_BYPASSED_DEFENDERS_AT_PHASE_SET_PIECE,BYPASSED_DEFENDERS_AT_PHASE_SET_PIECE,0.002591905935576937,higher,0.059737411290296555,0.2679483885059904,False,0.2312580511087732,0.0,False,14.000000000000002,0.0018273139
135,mean_BYPASSED_DEFENDERS_FROM_LANE_RIGHT_WING,BYPASSED_DEFENDERS_FROM_LANE_RIGHT_WING,0.002581221147295146,lower,0.5060856455443464,0.7846025779915706,False,-0.1319466285703665,0.0,False,20.0,0.003979438
136,mean_BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_IBWR,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_IBWR,0.0025713121966471192,lower,0.4638602729376887,0.7467019027777428,False,-0.13542319337406183,0.0,False,26.0,0.0023819432
137,mean_SUCCESSFUL_PASSES_AT_PHASE_SET_PIECE,SUCCESSFUL_PASSES_AT_PHASE_SET_PIECE,0.0025613326091009263,lower,0.01995786761487948,0.16283983244240088,False,-0.2499580866781755,0.0,False,12.0,0.0014572975
138,mean_BALL_WIN_NUMBER_FROM_PITCH_POSITION_FINAL_THIRD,BALL_WIN_NUMBER_FROM_PITCH_POSITION_FINAL_THIRD,0.002559858877060727,higher,0.7847490286578984,0.9148020226481929,False,0.15499663058446905,0.0,False,24.0,0.0020800976
139,mean_BALL_WIN_ADDED_TEAMMATES_IN_LANE_RIGHT_HALF_SPACE,BALL_WIN_ADDED_TEAMMATES_IN_LANE_RIGHT_HALF_SPACE,0.0025436957562207786,higher,0.09545013170124747,0.3472280381572939,False,0.1118717348152452,0.02,False,24.0,0.003201514
140,mean_BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_MIDDLE_THIRD,BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_MIDDLE_THIRD,0.0025424504365361557,lower,0.34388943389582083,0.6732072816096153,False,-0.13850131320369852,0.0,False,24.0,0.002591376
141,mean_DEF_PXT_ATTACK,DEF_PXT_ATTACK,0.0025335871090319227,higher,0.6485597243489154,0.868506065649852,False,0.19674361123652007,0.0,False,18.0,0.0018367342
142,mean_PXT_ATTACK,PXT_ATTACK,0.002520032044256787,higher,0.352810759127522,0.6848679441887192,False,0.21210383224774554,0.0,False,16.0,0.00167775
143,mean_SUCCESSFUL_PASSES_TO_PACKING_ZONE_FBL,SUCCESSFUL_PASSES_TO_PACKING_ZONE_FBL,0.002503239348770196,higher,0.12815970926246864,0.41606107717526064,False,0.2042263351630725,0.0,False,20.0,0.00093175564
144,mean_BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_HEADER,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_HEADER,0.002500516739636088,higher,0.6050012468735647,0.8448789441726208,False,0.04669599362767308,0.0,False,14.000000000000002,0.008088979
145,mean_OFFENSIVE_TOUCHES_IN_LANE_LEFT_HALF_SPACE,OFFENSIVE_TOUCHES_IN_LANE_LEFT_HALF_SPACE,0.0024957775231555534,higher,0.059245971212361755,0.2679483885059904,False,0.20813954088883685,0.0,False,16.0,0.0016955824
146,mean_SUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,SUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,0.00249575149442802,higher,0.0612821203304,0.27223403454466155,False,0.26356783304533277,0.0,False,12.0,0.00061706343
147,mean_BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_AM,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_AM,0.0024816037883856955,higher,0.43106973094904255,0.7258094889569698,False,0.21470421941394902,0.02,False,14.000000000000002,0.001485706
148,mean_BYPASSED_OPPONENTS_FROM_LANE_LEFT_HALF_SPACE,BYPASSED_OPPONENTS_FROM_LANE_LEFT_HALF_SPACE,0.0024696941968099092,higher,0.06697140075764828,0.28127988318212277,False,0.2045935749124762,0.0,False,16.0,0.001688567
149,mean_DEFENSIVE_TOUCHES_AT_PHASE_SECOND_BALL,DEFENSIVE_TOUCHES_AT_PHASE_SECOND_BALL,0.002468051071606649,higher,0.28432489224797275,0.6167046958618001,False,0.2287579887676018,0.0,False,6.0,0.0031619756
150,mean_SUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,SUCCESSFUL_PASSES_BY_ACTION_GOAL_KICK,0.0024628396056975334,lower,0.0417001714464472,0.22665269656774834,False,-0.21715820301905847,0.0,False,12.0,0.0021396335
151,mean_UNSUCCESSFUL_PASSES_FROM_LANE_LEFT_HALF_SPACE,UNSUCCESSFUL_PASSES_FROM_LANE_LEFT_HALF_SPACE,0.0024576137840435974,lower,0.3249299509454304,0.6526853797251689,False,-0.14964832899748287,0.0,False,22.0,0.0022131938
152,mean_BALL_WIN_REMOVED_OPPONENTS_AT_PHASE_OUT_OF_POSSESSION,BALL_WIN_REMOVED_OPPONENTS_AT_PHASE_OUT_OF_POSSESSION,0.002446178085865615,higher,0.23159358485821402,0.567440122575451,False,0.2623565172275598,0.0,False,8.0,0.0013476362
153,mean_OFFENSIVE_TOUCHES_IN_PITCH_POSITION_OWN_BOX,OFFENSIVE_TOUCHES_IN_PITCH_POSITION_OWN_BOX,0.0024403754116599065,higher,0.02948923919015891,0.19744968849062924,False,0.2814125669239161,0.0,False,8.0,0.00062136614
154,mean_BYPASSED_DEFENDERS_TO_LANE_CENTER,BYPASSED_DEFENDERS_TO_LANE_CENTER,0.002416969379229023,lower,0.38898634334923077,0.710322887855117,False,-0.13441618389053875,0.02,False,20.0,0.0026607714
155,mean_BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_FBL,BALL_WIN_NUMBER_FROM_OPPONENT_PACKING_ZONE_FBL,0.0024116605114474074,lower,0.1488720797700356,0.4525277081664788,False,-0.12168963055509553,0.0,False,20.0,0.0034665994
156,mean_DEFENSIVE_TOUCHES_AT_PHASE_OUT_OF_POSSESSION,DEFENSIVE_TOUCHES_AT_PHASE_OUT_OF_POSSESSION,0.0024079981282130857,higher,0.2373607479702975,0.5681899770066189,False,0.13105895063951234,0.0,False,16.0,0.004051061
157,mean_NEUTRAL_PASSES_FROM_LANE_LEFT_WING,NEUTRAL_PASSES_FROM_LANE_LEFT_WING,0.002393831973363027,lower,0.004168703537159393,0.09171147781750663,False,-0.21756596545659587,0.0,False,16.0,0.0008178012
158,mean_NEUTRAL_PASSES_BY_ACTION_FREE_KICK,NEUTRAL_PASSES_BY_ACTION_FREE_KICK,0.0023742977042358546,lower,0.05742783135741301,0.2675333616354901,False,-0.14188633716280574,0.0,False,12.0,0.0044250693
159,mean_BYPASSED_OPPONENTS_NUMBER_BY_ACTION_FREE_KICK,BYPASSED_OPPONENTS_NUMBER_BY_ACTION_FREE_KICK,0.0023657246185162578,lower,0.045424745129838136,0.24115813246874407,False,-0.17097113066219988,0.0,False,14.000000000000002,0.0028451716
160,mean_SUCCESSFUL_PASSES_FROM_LANE_LEFT_HALF_SPACE,SUCCESSFUL_PASSES_FROM_LANE_LEFT_HALF_SPACE,0.0023633971897330545,higher,0.12825276910296834,0.41606107717526064,False,0.21974369626412005,0.0,False,14.000000000000002,0.0010518823
161,mean_SUCCESSFUL_PASSES_FROM_PITCH_POSITION_MIDDLE_THIRD,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_MIDDLE_THIRD,0.0023541567350438505,higher,0.01091705245711842,0.14410509243396313,False,0.188391411419915,0.0,False,18.0,0.001202681
162,mean_BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SECOND_BALL,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SECOND_BALL,0.0023539169017694943,lower,0.05187232417514387,0.257688320095876,False,-0.18116057308941233,0.0,False,14.000000000000002,0.0024112703
163,mean_BYPASSED_OPPONENTS_TO_LANE_CENTER,BYPASSED_OPPONENTS_TO_LANE_CENTER,0.002337489440564237,higher,0.2235683869330285,0.5631584711358896,False,0.1486888448880435,0.0,False,16.0,0.0030382276
164,mean_BYPASSED_OPPONENTS_RECEIVING_FROM_LANE_CENTER,BYPASSED_OPPONENTS_RECEIVING_FROM_LANE_CENTER,0.0023350316132632236,lower,0.044617430466354205,0.23968898692390284,False,-0.17973589092284348,0.0,False,24.0,0.0
165,mean_BYPASSED_OPPONENTS_TO_PACKING_ZONE_WL,BYPASSED_OPPONENTS_TO_PACKING_ZONE_WL,0.002327424561109563,higher,0.04069868514296436,0.22653966910903053,False,0.23094541450136932,0.0,False,10.0,0.0014003287
166,mean_SUCCESSFUL_PASSES_BY_ACTION_CLEARANCE,SUCCESSFUL_PASSES_BY_ACTION_CLEARANCE,0.0023133859208741164,higher,0.6805429183897884,0.8776257770748381,False,0.11600001941628552,0.0,False,26.0,0.0017413718
167,mean_BYPASSED_OPPONENTS_NUMBER_BY_ACTION_CLEARANCE,BYPASSED_OPPONENTS_NUMBER_BY_ACTION_CLEARANCE,0.0023120407174890634,higher,0.899046183546042,0.9583828042714041,False,0.07749318564648475,0.0,False,18.0,0.0050321175
168,mean_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_BY_ACTION_LOW_PASS,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_BY_ACTION_LOW_PASS,0.0023076047332995777,higher,0.4175445715255116,0.7181048749732357,False,0.046695510597062354,0.0,False,26.0,0.004242023
169,mean_NEUTRAL_PASSES_AT_PHASE_ATTACKING_TRANSITION,NEUTRAL_PASSES_AT_PHASE_ATTACKING_TRANSITION,0.0023016229715764006,higher,0.4439988727722649,0.7374262813679222,False,0.16752659932885774,0.0,False,18.0,0.0016896959
170,mean_BYPASSED_OPPONENTS_TO_LANE_LEFT_WING,BYPASSED_OPPONENTS_TO_LANE_LEFT_WING,0.0022975343367703464,higher,0.013748714433870097,0.15526232557590108,False,0.2712211444209035,0.0,False,6.0,0.000718864
171,mean_BALL_WIN_REMOVED_OPPONENTS_IN_LANE_LEFT_HALF_SPACE,BALL_WIN_REMOVED_OPPONENTS_IN_LANE_LEFT_HALF_SPACE,0.0022839669270597355,lower,0.11295428226528124,0.3953399879284844,False,-0.14779736802579257,0.0,False,10.0,0.0042093443
172,mean_BYPASSED_OPPONENTS_RECEIVING_FROM_PITCH_POSITION_OWN_BOX,BYPASSED_OPPONENTS_RECEIVING_FROM_PITCH_POSITION_OWN_BOX,0.0022805526527334215,lower,0.522871137482797,0.7972490611123835,False,-0.06897812557022806,0.0,False,20.0,0.0047053886
173,mean_BYPASSED_DEFENDERS_BY_ACTION_DIAGONAL_PASS,BYPASSED_DEFENDERS_BY_ACTION_DIAGONAL_PASS,0.0022676690518907746,lower,0.11869826086153124,0.40924325759721963,False,-0.10578944055154074,0.02,False,22.0,0.0024519134
174,mean_DEF_PXT_SHOT,DEF_PXT_SHOT,0.002257854093874384,lower,0.3679011849836441,0.701058511042041,False,-0.09910067670738949,0.0,False,20.0,0.0034865586
175,mean_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_PITCH_POSITION_MIDDLE_THIRD,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_PITCH_POSITION_MIDDLE_THIRD,0.0022570748466893067,higher,0.21865021542289131,0.5581016548363303,False,0.1973121112071383,0.0,False,12.0,0.0017874984
176,mean_OFFENSIVE_TOUCHES_IN_LANE_RIGHT_HALF_SPACE,OFFENSIVE_TOUCHES_IN_LANE_RIGHT_HALF_SPACE,0.002250204028563617,higher,0.31456421032508297,0.6500226538566121,False,0.22410335076538326,0.0,False,14.000000000000002,0.00030026733
177,mean_BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_FIRST_THIRD,BALL_LOSS_REMOVED_TEAMMATES_TO_PITCH_POSITION_FIRST_THIRD,0.002249145520619964,lower,0.9738244971973213,0.9909844002316354,False,-0.03739286251596611,0.0,False,20.0,0.005694468
178,mean_UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_CM,UNSUCCESSFUL_PASSES_TO_OPPONENT_PACKING_ZONE_CM,0.0022338575605610374,lower,0.07647602492962517,0.30271595890906394,False,-0.18442830687887155,0.02,False,18.0,0.00034895627
179,mean_NEUTRAL_PASSES_AT_PHASE_SET_PIECE,NEUTRAL_PASSES_AT_PHASE_SET_PIECE,0.002227817503114577,lower,0.0320964803127822,0.20313114937678597,False,-0.1851425902478502,0.0,False,16.0,0.0011330082
180,mean_UNSUCCESSFUL_PASSES_TO_LANE_LEFT_WING,UNSUCCESSFUL_PASSES_TO_LANE_LEFT_WING,0.0022269575016251506,lower,0.6323495154423068,0.8606649258426557,False,-0.08138225734703242,0.0,False,26.0,0.0025532353
181,mean_BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_IB,BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_IB,0.0022246921392398418,lower,0.34036188836740744,0.6691369890457116,False,-0.026369643084058557,0.0,False,14.000000000000002,0.007387718
182,mean_BALL_LOSS_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,BALL_LOSS_ADDED_OPPONENTS_FROM_PITCH_POSITION_FIRST_THIRD,0.0022147061940364235,higher,0.5283447003805349,0.7978543344132024,False,0.07533450036531077,0.0,False,20.0,0.004128649
183,mean_OFFENSIVE_TOUCHES_IN_LANE_LEFT_WING,OFFENSIVE_TOUCHES_IN_LANE_LEFT_WING,0.002209029591613125,higher,0.4032601570804554,0.7181048749732357,False,0.16060521557226465,0.0,False,10.0,0.0033494278
184,mean_BALL_WIN_NUMBER_BY_ACTION_SAVE,BALL_WIN_NUMBER_BY_ACTION_SAVE,0.002195969689051347,lower,0.030714606215287644,0.19904655714948297,False,-0.0870501523147423,0.0,False,22.0,0.003129858
185,mean_BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_IBWR,BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_IBWR,0.0021902720930612493,higher,0.4515380940059145,0.7450033108387243,False,0.19825786009803456,0.0,False,14.000000000000002,0.0009304509
186,mean_BALL_WIN_REMOVED_OPPONENTS_IN_LANE_CENTER,BALL_WIN_REMOVED_OPPONENTS_IN_LANE_CENTER,0.0021815004198929458,higher,0.23071695183809104,0.567440122575451,False,0.16572060954834728,0.0,False,12.0,0.0025456522
187,mean_DEFENSIVE_TOUCHES_BY_ACTION_LOOSE_BALL_REGAIN,DEFENSIVE_TOUCHES_BY_ACTION_LOOSE_BALL_REGAIN,0.002178931254201272,higher,0.3746249903752993,0.701058511042041,False,0.1212999710317912,0.0,False,22.0,0.0017899285
188,mean_UNSUCCESSFUL_PASSES_TO_LANE_RIGHT_HALF_SPACE,UNSUCCESSFUL_PASSES_TO_LANE_RIGHT_HALF_SPACE,0.002160988761845695,lower,0.6216369548181333,0.8547508128749333,False,-0.09576525632055284,0.0,False,18.0,0.0035743024
189,mean_BYPASSED_DEFENDERS_TO_LANE_LEFT_WING,BYPASSED_DEFENDERS_TO_LANE_LEFT_WING,0.0021569283146793223,lower,0.03332862577927128,0.2053043348003111,False,-0.16552460393601168,0.02,False,14.000000000000002,0.0015824621
190,mean_BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CB,BALL_LOSS_REMOVED_TEAMMATES_TO_OPPONENT_PACKING_ZONE_CB,0.0021512848835435277,lower,0.07265859644400635,0.29591751610190176,False,-0.20487072094397105,0.0,False,12.0,0.0009578072
191,mean_DEF_PXT_DEFEND,DEF_PXT_DEFEND,0.0021505636862576808,lower,0.3235581977111007,0.6526853797251689,False,-0.025266685242618256,0.02,False,32.0,0.0024151553
192,mean_BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_LANE_RIGHT_HALF_SPACE,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_LANE_RIGHT_HALF_SPACE,0.002143349741988382,lower,0.21427864857554846,0.549981864677241,False,-0.0911327866894576,0.0,False,24.0,0.0022324827
193,mean_BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_FIRST_THIRD,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_FIRST_THIRD,0.002126980729352081,higher,0.826672252285586,0.9298735504972488,False,0.052018257317675655,0.0,False,22.0,0.004048116
194,mean_BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_PITCH_POSITION_FIRST_THIRD,0.0021229266238058375,higher,0.2892590205358547,0.6241230395459509,False,0.18311985881131765,0.0,False,16.0,0.0006579201
195,mean_BYPASSED_OPPONENTS_TO_LANE_RIGHT_HALF_SPACE,BYPASSED_OPPONENTS_TO_LANE_RIGHT_HALF_SPACE,0.002113084030403683,higher,0.07232948101781417,0.29591751610190176,False,0.19066134964901815,0.0,False,12.0,0.0012767868
196,mean_DEFENSIVE_TOUCHES_IN_PITCH_POSITION_OWN_BOX,DEFENSIVE_TOUCHES_IN_PITCH_POSITION_OWN_BOX,0.0021064870758788147,higher,0.7253008465944697,0.8911941253368219,False,0.013071909622845995,0.0,False,18.0,0.006308913
197,mean_DEF_PXT_BALL_WIN,DEF_PXT_BALL_WIN,0.002094479918098396,higher,0.8462889658301591,0.9376151132219028,False,0.02211638108184947,0.0,False,30.0,0.0030784286
198,mean_BALL_LOSS_ADDED_OPPONENTS_AT_PHASE_SET_PIECE,BALL_LOSS_ADDED_OPPONENTS_AT_PHASE_SET_PIECE,0.002092275305100965,higher,0.1795145324323454,0.5183482123983973,False,0.16830382986113074,0.0,False,12.0,0.0019843492
199,mean_SHOT_XG_FROM_PASSES,SHOT_XG_FROM_PASSES,0.002091306231055644,higher,0.7618610872871732,0.9048324481405502,False,0.0874093407026389,0.0,False,22.0,0.0025689756
200,mean_UNSUCCESSFUL_PASSES_FROM_LANE_LEFT_WING,UNSUCCESSFUL_PASSES_FROM_LANE_LEFT_WING,0.00208382587285924,lower,0.06509913711564803,0.27820100544332627,False,-0.09290223609036784,0.0,False,14.000000000000002,0.0042208014
201,mean_BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_AM,BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_AM,0.00207342232474675,lower,0.6736843157246991,0.8776257770748381,False,-0.08083528396746406,0.0,False,20.0,0.0031883463
202,mean_BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_MIDDLE_THIRD,BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_MIDDLE_THIRD,0.002067951782767096,higher,0.23213459559904814,0.567440122575451,False,0.1586717267762007,0.0,False,20.0,0.00031723344
203,mean_BALL_WIN_ADDED_TEAMMATES_FROM_PITCH_POSITION_MIDDLE_THIRD,BALL_WIN_ADDED_TEAMMATES_FROM_PITCH_POSITION_MIDDLE_THIRD,0.0020581686136381815,higher,0.2339453469732553,0.5681899770066189,False,0.12338476975894447,0.0,False,10.0,0.0039191246
204,mean_BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_SHORT_AERIAL_PASS,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_SHORT_AERIAL_PASS,0.0020437349664773263,lower,0.25610961669665766,0.5857556579893853,False,-0.05711709856737581,0.0,False,24.0,0.0029533473
205,mean_BALL_WIN_REMOVED_OPPONENTS,BALL_WIN_REMOVED_OPPONENTS,0.002027106075441827,higher,0.4059166873991371,0.7181048749732357,False,0.16527257619658262,0.0,False,12.0,0.0017539776
206,mean_BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_WL,BYPASSED_OPPONENTS_NUMBER_TO_PACKING_ZONE_WL,0.002022908750804766,higher,0.09119559131153426,0.3370589054874306,False,0.17303162528331592,0.0,False,12.0,0.0014486605
207,mean_NEUTRAL_PASSES_FROM_LANE_RIGHT_WING,NEUTRAL_PASSES_FROM_LANE_RIGHT_WING,0.002020868877562246,lower,0.03564186292861781,0.2166650088555451,False,-0.0820823365615231,0.0,False,20.0,0.0028677627
208,mean_BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_FREE_KICK,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_FREE_KICK,0.0020156579739058884,lower,0.38330405379514465,0.7055237962285132,False,-0.13077525063495948,0.0,False,12.0,0.002953859
