rank,kpi_name,label,consensus_weight,category,direction,p_value,effect_size,xgb_importance,rf_importance,perm_importance,mutual_info,definition,parent_kpi,context
13,n_matches_loaded,n_matches_loaded,0.004676700269262957,context,lower,0.0005517656328816777,0.3829913756350896,0.0021975364,0.008140297571238212,0.0,0.014921809343737324,Context feature (not a KPI),,
14,BYPASSED_DEFENDERS_TO_LANE_RIGHT_HALF_SPACE,BYPASSED_DEFENDERS_TO_LANE_RIGHT_HALF_SPACE,0.004299058463912106,Contextual (BYPASSED_DEFENDERS),higher,0.030660816179553213,0.3240421781764302,0.0010800362,0.0040010264614248345,0.0,0.03101125522856729,,BYPASSED_DEFENDERS,Right Half-Space
15,BYPASSED_OPPONENTS_NUMBER_FROM_LANE_RIGHT_HALF_SPACE,BYPASSED_OPPONENTS_NUMBER_FROM_LANE_RIGHT_HALF_SPACE,0.0042918356444993835,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.005517865001345837,0.37990696715805583,0.0024698284,0.0040343472718065605,0.0,0.019729376691758338,,BYPASSED_OPPONENTS_NUMBER,Right Half-Space
16,SUCCESSFUL_PASSES_TO_LANE_LEFT_HALF_SPACE,SUCCESSFUL_PASSES_TO_LANE_LEFT_HALF_SPACE,0.004288860258489571,Contextual (SUCCESSFUL_PASSES),higher,0.2590324342636363,0.1954061534633987,0.013863078,0.0012573384131343466,0.0,0.0,,SUCCESSFUL_PASSES,Left Half-Space
17,BYPASSED_DEFENDERS_BY_ACTION_SAVE,BYPASSED_DEFENDERS_BY_ACTION_SAVE,0.0042335296733119225,Contextual (BYPASSED_DEFENDERS),lower,0.010803993587156554,0.270643157491303,0.004596762,0.00852360334151349,0.0,0.006747706866538916,,BYPASSED_DEFENDERS,Save
18,NUMBER_OF_FOULS_WON,Number of Fouls Won,0.004156882551906178,Base KPI,lower,0.003218895530653425,0.23513785753912048,0.010252735,0.0019493139643005232,0.0,0.006201655220493318,"Number of Fouls Won measures how often a player is fouled by an opponent during the match, based on tagging or referee decisions.",,
19,NEUTRAL_PASSES_BY_FOOT_LEFT,NEUTRAL_PASSES_BY_FOOT_LEFT,0.004047649223751264,Base KPI,lower,0.9830837201884111,0.20879137710196527,0.0004755352,0.00931631706513383,0.0,0.023563007915414103,,,
20,BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_FIRST_THIRD,BYPASSED_OPPONENTS_NUMBER_TO_PITCH_POSITION_FIRST_THIRD,0.004024301650119314,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.018931736985990877,0.4216056182151854,0.00026909832,0.00274276235628034,0.0,0.023668909161755902,,BYPASSED_OPPONENTS_NUMBER,First Third
21,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_DM,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_DM,0.003890044884414753,Contextual (BALL_WIN_ADDED_TEAMMATES_DEFEN),higher,0.977599983825565,0.005312320785224011,0.013425327,0.0006791609354104733,0.0,0.014645995684954505,,BALL_WIN_ADDED_TEAMMATES_DEFENDERS,Defensive-Mid Zone
22,BALL_WIN_REMOVED_OPPONENTS_IN_LANE_RIGHT_HALF_SPACE,BALL_WIN_REMOVED_OPPONENTS_IN_LANE_RIGHT_HALF_SPACE,0.0038680057210355888,Contextual (BALL_WIN_REMOVED_OPPONENTS),lower,0.06353947899638385,0.2611010452316401,0.004534327,0.000899738546038096,0.0,0.024774360672974227,,BALL_WIN_REMOVED_OPPONENTS,Right Half-Space
23,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_ATTACKING_TRANSITION,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_ATTACKING_TRANSITION,0.0038539026740487224,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.023270784697841603,0.34727249585463144,0.0009166453,0.004745172481857439,0.0,0.01892069705679411,,BYPASSED_OPPONENTS_NUMBER,Attacking Transition Phase
24,BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_FIRST_THIRD,BYPASSED_OPPONENTS_NUMBER_FROM_PITCH_POSITION_FIRST_THIRD,0.0038443868430444415,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.003188643692732223,0.4102731479631825,0.0023872673,0.002475333249278855,0.0,0.013701021274233671,,BYPASSED_OPPONENTS_NUMBER,First Third
25,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_FIRST_THIRD,SUCCESSFUL_PASSES_FROM_PITCH_POSITION_FIRST_THIRD,0.0038359872301941293,Contextual (SUCCESSFUL_PASSES),higher,0.006431494034303334,0.3182137846491364,0.004980521,0.0039288979268514755,0.0,0.0074709734250275606,,SUCCESSFUL_PASSES,First Third
26,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_IBWR,BALL_WIN_ADDED_TEAMMATES_FROM_OPPONENT_PACKING_ZONE_IBWR,0.0037550342270018995,Contextual (BALL_WIN_ADDED_TEAMMATES),lower,0.12302891520310806,0.22407504605596448,0.0038928394,0.005336545768372636,0.0,0.01515885215771795,,BALL_WIN_ADDED_TEAMMATES,In-Behind Wide Right Zone
27,SUCCESSFUL_PASSES_AT_PHASE_SET_PIECE,SUCCESSFUL_PASSES_AT_PHASE_SET_PIECE,0.0037203968199141556,Contextual (SUCCESSFUL_PASSES),lower,0.01245909655961514,0.2926906762880904,0.0017992106,0.006007663264426153,0.0,0.014273641267079196,,SUCCESSFUL_PASSES,Set Piece Phase
28,BYPASSED_OPPONENTS_TO_PACKING_ZONE_DM,BYPASSED_OPPONENTS_TO_PACKING_ZONE_DM,0.003674989691662176,Contextual (BYPASSED_OPPONENTS),higher,0.04525037069513181,0.3027084287765513,0.007135526,0.002360754165805323,0.0,0.002129952371726196,,BYPASSED_OPPONENTS,Defensive-Mid Zone
29,BYPASSED_OPPONENTS_NUMBER_FROM_LANE_LEFT_HALF_SPACE,BYPASSED_OPPONENTS_NUMBER_FROM_LANE_LEFT_HALF_SPACE,0.003634120701228937,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.003695171859804971,0.2908028998739424,0.0022490527,0.00366456697547461,0.0,0.01829268375569315,,BYPASSED_OPPONENTS_NUMBER,Left Half-Space
30,BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_SET_PIECE,BALL_LOSS_REMOVED_TEAMMATES_AT_PHASE_SET_PIECE,0.003622376796150556,Contextual (BALL_LOSS_REMOVED_TEAMMATES),lower,0.004774620994755577,0.33171207112678613,0.0037304182,0.00392244732527341,0.0,0.007311982938065675,,BALL_LOSS_REMOVED_TEAMMATES,Set Piece Phase
31,SUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,SUCCESSFUL_PASSES_FROM_LANE_RIGHT_HALF_SPACE,0.0036146952512949595,Contextual (SUCCESSFUL_PASSES),higher,0.08392053880953061,0.2570824488245352,0.0051754573,0.0022655088365629308,0.0,0.013677266889763784,,SUCCESSFUL_PASSES,Right Half-Space
32,DEF_PXT_BALL_LOSS_AT_PXT_PHASE_DEFEND,DEF_PXT_BALL_LOSS_AT_PXT_PHASE_DEFEND,0.0035969877973999836,Contextual (DEF_PXT_BALL_LOSS),lower,0.9969013667930022,0.01655473883136347,0.012068498,0.0019336635149959725,0.0,0.009774706460991656,,DEF_PXT_BALL_LOSS,Defensive
33,SUCCESSFUL_PASSES_TO_PITCH_POSITION_FIRST_THIRD,SUCCESSFUL_PASSES_TO_PITCH_POSITION_FIRST_THIRD,0.003550884899869513,Contextual (SUCCESSFUL_PASSES),higher,0.010226702797235919,0.3259591281474167,0.0042122365,0.0019500418615054382,0.0,0.01070196592930106,,SUCCESSFUL_PASSES,First Third
34,SUCCESSFUL_PASSES_BY_ACTION_FREE_KICK,SUCCESSFUL_PASSES_BY_ACTION_FREE_KICK,0.003545397464951284,Contextual (SUCCESSFUL_PASSES),lower,0.004574749610233475,0.28983399315233505,0.004380552,0.006251075794120574,0.0,0.00011832542365231014,,SUCCESSFUL_PASSES,Free Kick
35,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_IN_POSSESSION,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_IN_POSSESSION,0.003494504770507514,Contextual (BYPASSED_OPPONENTS_NUMBER),higher,0.010456441404847945,0.4002180499481892,0.005044079,0.0016573183524963954,0.0,0.0,,BYPASSED_OPPONENTS_NUMBER,In Possession Phase
36,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SET_PIECE,BYPASSED_OPPONENTS_NUMBER_AT_PHASE_SET_PIECE,0.0034921721799691698,Contextual (BYPASSED_OPPONENTS_NUMBER),lower,0.05096052065456803,0.234988307001688,0.0042635193,0.002058264752436059,0.0,0.017897783802786504,,BYPASSED_OPPONENTS_NUMBER,Set Piece Phase
37,OPP_PXT_PASS,Passes (Opponent Threat),0.0034833750075972995,Base KPI,lower,0.009332914779066087,0.3966778287879067,0.004082069,0.0029619112987445723,0.0,0.0,"Changing the opponent's goal threat through your own passing game. Progressive passing reduces the opponent's goal threat, while regressive passing and mispassing (usually) increases the opponent's goal threat.",,
